Date,Open,High,Low,Close,Adj Close,Volume
2019-12-26,59.380001,59.720001,59.200001,59.590000,59.590000,238444
2019-12-27,59.709999,59.889999,59.330002,59.590000,59.590000,779542
2019-12-29,59.680000,59.680000,59.680000,59.680000,59.680000,10
2019-12-30,59.750000,60.270000,58.980000,59.459999,59.459999,852733
2019-12-31,59.470001,59.660000,58.689999,59.040001,59.040001,408916
2020-01-02,59.040001,59.340000,58.720001,59.279999,59.279999,2984794
2020-01-03,60.810001,61.720001,60.169998,60.750000,60.750000,7598671
2020-01-05,61.290001,61.599998,61.290001,61.529999,61.529999,12836
2020-01-06,61.970001,61.970001,60.430000,60.770000,60.770000,2962774
2020-01-07,60.430000,62.930000,60.200001,62.270000,62.270000,3049775
2020-01-08,61.279999,61.279999,57.590000,58.250000,58.250000,9100244
2020-01-09,58.450001,58.529999,57.389999,58.279999,58.279999,4013360
2020-01-10,58.090000,58.369999,57.669998,58.070000,58.070000,2974221
2020-01-12,57.709999,57.709999,57.709999,57.709999,57.709999,82
2020-01-13,57.880001,58.110001,57.070000,57.230000,57.230000,1395438
2020-01-14,57.250000,57.820000,57.040001,57.380001,57.380001,3113557
2020-01-15,57.290001,57.549999,56.669998,57.180000,57.180000,2859877
2020-01-16,57.360001,57.750000,56.770000,57.599998,57.599998,1003487
2020-01-17,57.430000,57.830002,57.340000,57.799999,57.799999,1635775
2020-01-19,58.209999,58.480000,58.119999,58.119999,58.119999,7131
2020-01-21,57.419998,57.820000,56.840000,57.369999,57.369999,6845665
2020-01-22,57.320000,57.320000,55.549999,55.549999,55.549999,6608212
2020-01-23,55.240002,55.299999,54.310001,55.160000,55.160000,7080674
2020-01-24,55.080002,55.380001,53.380001,55.040001,55.040001,20642
